10008
TrA0189C	533051	535416	531904	2	2	492
TrA0190W	541801	545018	535416	1	8	494
TrA0191W	545841	546775	545018	1	2	502
TrA0192W	547764	548958	546775	1	4	504
TrA0193C	549241	551569	548958	2	3	508
TrA0194C	552551	553308	551569	2	3	511
TrA0195C	554154	555848	553308	2	2	514
TrA0196C	557402	562884	555848	2	2	516
TrA0197W	564932	565588	562884	1	1	518
TrA0199C	567126	568432	565588	2	2	519
TrA0200C	569761	571626	568432	2	1	521
TrA0201W	573162	574046	571626	1	1	522
TrA0202C	574169	575129	574046	2	2	523
TrA0203W	575430	577395	575129	1	2	525
TrA0204W	577806	582193	577395	1	5	527
TrA0205C	582444	583463	582193	2	2	532
TrA0206W	585347	586627	583463	1	1	534
TrA0207C	586765	588558	586627	2	5	535
TrA0208C	589518	591076	588558	2	3	540
TrA0209W	591763	594058	591076	1	5	543
TrA0210C	594136	595286	594058	2	3	548
TrA0211C	596835	597548	595286	2	1	551
TrA0212W	598307	599843	597548	1	9	552
TrA0213C	600316	600867	599843	2	2	561
TrA0214C	601249	602548	600867	2	5	563
TrA0215C	604015	605913	602548	2	1	568
TrA0216W	607475	608595	605913	1	2	569
TrA0217C	608965	609501	608595	2	1	571
TrA0218C	609979	610770	609501	2	1	572
TrA0219C	611154	612128	610770	2	2	573
TrA0220W	613876	614880	612128	1	1	575
TrA0221C	615191	616071	614880	2	2	576
TrA0222W	617536	620313	616071	1	7	578
TrA0223W	620803	621307	620313	1	3	585
TrA0224W	623030	623710	621307	1	3	588
TrA0225W	625957	627410	623710	1	3	591
TrA0226W	628904	630124	627410	1	3	594
TrA0227C	630439	631265	630124	2	2	597
TrA0228W	634350	635440	631265	1	2	599
TrA0229C	635870	637203	635440	2	3	601
TrA0230W	637729	638722	637203	1	2	604
TrA0231W	640231	640993	638722	1	2	606
TrA0232C	641267	642757	640993	2	2	608
TrA0233C	643260	644026	642757	2	2	610
TrA0234C	647917	650180	644026	2	3	612
TrA0235C	654850	655228	650180	2	2	615
TrA0236W	657622	659215	655228	1	4	617
TrA0237C	660036	661069	659215	2	2	621
TrA0238C	663669	665279	661069	2	4	623
TrA0238-2C	665898	667657	665279	2	2	627
TrA0239W	671271	671624	667657	1	2	629
TrA0240W	675602	677667	671624	1	2	631
TrA0241C	677737	677934	677667	2	1	633
TrA0242W	679159	680070	677934	1	2	634
TrA0243C	680620	681129	680070	2	2	636
TrA0244W	681428	682369	681129	1	2	638
TrA0245W	684158	686253	682369	1	3	640
TrA0245-2W	688212	692329	686253	1	6	643
TrA0246W	693578	694738	692329	1	1	649
TrA0247C	695174	696224	694738	2	3	650
TrA0248W	697220	698950	696224	1	1	653
TrA0249W	701484	703433	698950	1	5	654
TrA0250W	705558	705816	703433	1	2	659
TrA0251C	705947	707671	705816	2	3	661
TrA0252W	708686	711326	707671	1	7	664
TrA0253W	712020	712262	711326	1	1	671
TrA0254W	712375	712794	712262	1	2	672
TrA0255W	714202	716074	712794	1	7	674
TrA0256C	716940	718619	716074	2	4	681
TrA0257W	719848	721199	718619	1	5	685
TrA0258W	722770	723516	721199	1	1	690
TrA0259W	724250	724849	723516	1	2	691
TrA0260C	725495	728076	724849	2	4	693
TrA0261W	733218	734402	728076	1	1	697
TrA0262C	734829	739433	734402	2	2	698
TrA0263C	741188	741637	739433	2	1	700
TrA0264C	741975	743983	741637	2	3	701
TrA0265C	752063	753458	743983	2	3	704
TrA0266C	754211	755494	753458	2	1	707
TrA0267W	757010	758442	755494	1	2	708
TrA0268C	758925	764138	758442	2	2	710
TrA0269C	768383	769702	764138	2	2	712
TrA0270C	770598	772229	769702	2	3	714
TrA0271W	772812	774288	772229	1	2	717
TrA0272C	775524	775700	774288	2	1	719
TrA0273W	778084	778251	775700	1	1	720
TrA0274C	778604	782913	778251	2	4	721
TrA0275W	784057	784447	782913	1	2	725
TrA0276C	784801	785540	784447	2	2	727
TrA0277C	786087	788022	785540	2	4	729
TrA0280C	790568	791872	788022	2	2	733
TrA0281C	793569	797332	791872	2	3	735
TrA0282W	798330	798728	797332	1	2	738
TrA0283W	799435	801198	798728	1	2	740
TrA0284C	802392	804699	801198	2	5	742
TrA0285W	806431	808496	804699	1	3	747
TrA0286W	811276	813115	808496	1	2	750
TrA0287C	820119	823511	813115	2	1	752
TrA0288W	827525	827776	823511	1	2	753
TrA0290W	837868	838045	827776	1	2	755
TrA0291C	843826	846740	838045	2	5	757
TrA0292W	848323	851603	846740	1	2	762
TrA0293-2C	851876	853508	851603	2	3	764
TrA0293C	854812	856364	853508	2	6	767
TrA0294W	857368	860446	856364	1	2	773
TrA0295W	864097	865443	860446	1	1	775
TrA0296C	866024	869267	865443	2	3	776
TrA0297W	870015	872143	869267	1	4	779
TrA0298C	872587	873747	872143	2	3	783
TrA0299W	877875	880681	873747	1	4	786
TrA0300C	880993	881473	880681	2	2	790
TrA0301C	881966	882808	881473	2	3	792
TrA0302C	883149	885265	882808	2	3	795
TrA0303W	885547	886142	885265	1	2	798
TrA0304W	886838	888558	886142	1	3	800
TrA0305C	889010	890564	888558	2	2	803
TrA0306W	893131	893772	890564	1	1	805
TrA0307C	894190	894787	893772	2	4	806
TrA0308W	895256	895761	894787	1	4	810
TrA0309C	896175	899411	895761	2	2	814
TrA0310C	900159	901739	899411	2	3	816
TrA0311W	902957	903230	901739	1	2	819
TrA0312C	903354	906141	903230	2	3	821
TrA0313W	906545	909439	906141	1	1	824
TrA0314W	910926	913172	909439	1	5	825
TrA0315W	913892	916709	913172	1	7	830
TrA0316W	917168	918079	916709	1	1	837
TrA0317C	918837	920253	918079	2	2	838
TrA0318W	922792	926187	920253	1	5	840
TrA0319C	926269	927590	926187	2	5	845
TrA0320W	928844	931625	927590	1	6	850
TrA0321C	932840	933856	931625	2	2	856
TrA0322C	936038	940407	933856	2	3	858
TrA0323W	943517	945166	940407	1	2	861
TrA0324C	945708	946522	945166	2	2	863
TrA0325W	947225	949012	946522	1	1	865
TrA0326W	952204	953593	949012	1	2	866
TrA0327C	954253	955202	953593	2	3	868
TrA0328C	956829	957441	955202	2	2	871
TrA0329W	957911	958886	957441	1	2	873
TrA0330C	963184	964987	958886	2	4	875
TrA0332W	969741	972535	964987	1	2	879
TrA0333C	972922	973793	972535	2	2	881
TrA0334C	975051	977984	973793	2	2	883
TrA0335C	978418	981047	977984	2	3	885
TrA0336W	981621	983156	981047	1	1	888
TrA0337W	983533	984074	983156	1	3	889
TrA0338C	984491	986401	984074	2	1	892
TrA0339W	987790	988751	986401	1	2	893
TrA0340W	989218	990240	988751	1	1	895
TrA0341C	990572	991765	990240	2	1	896
TrA0342C	993057	993916	991765	2	5	897
TrA0343W	994414	995004	993916	1	1	902
TrA0344C	995155	996294	995004	2	7	903
TrA0345W	997036	999990	996294	1	2	910
TrA0346C	1001486	1001930	999990	2	3	912
TrA0348C	1004123	1005910	1001930	2	2	915
TrA0349W	1007229	1008607	1005910	1	2	917
TrA0350C	1008864	1010576	1008607	2	2	919
TrA0351W	1015682	1018357	1010576	1	1	921
TrA0352W	1019805	1023845	1018357	1	1	922
TrA0353W	1025116	1028064	1023845	1	1	923
TrA0354C	1029783	1030288	1028064	2	2	924
TrA0355W	1031313	1032749	1030288	1	3	926
TrA0356W	1033856	1036460	1032749	1	4	929
TrA0357C	1037055	1037858	1036460	2	1	933
TrA0358C	1039056	1040125	1037858	2	2	934
TrA0359W	1040777	1041286	1040125	1	2	936
TrA0360C	1041930	1044581	1041286	2	1	938
TrA0361C	1045324	1049807	1044581	2	2	939
TrA0361-2C	1051670	1052925	1049807	2	2	941
TrA0362C	1055895	1058310	1052925	2	10	943
TrA0363C	1061057	1063584	1058310	2	7	953
TrA0364W	1065205	1066167	1063584	1	2	960
TrA0365C	1066587	1068019	1066167	2	3	962
TrA0366W	1068902	1069891	1068019	1	3	965
TrA0367C	1070321	1071143	1069891	2	2	968
TrA0368W	1073016	1075156	1071143	1	3	970
TrA0369C	1076071	1076348	1075156	2	2	973
TrA0370W	1077007	1078114	1076348	1	2	975
TrA0371C	1078705	1079535	1078114	2	3	977
TrA0372C	1080078	1081222	1079535	2	3	980
TrA0373W	1081704	1083609	1081222	1	3	983
TrA0374C	1084229	1084387	1083609	2	1	986
TrA0375W	1094314	1095918	1084387	1	4	987
TrA0376C	1096594	1098702	1095918	2	6	991
TrA0377W	1100008	1102915	1098702	1	3	997
TrA0378C	1103044	1103556	1102915	2	1	1000
TrA0379C	1104326	1106920	1103556	2	3	1001
TrA0380W	1107360	1108248	1106920	1	2	1004
TrA0381C	1108515	1110927	1108248	2	2	1006
TrA0382C	1111653	1117095	1110927	2	2	1008
TrA0383W	1119897	1120567	1117095	1	3	1010
TrA0385C	1121894	1122638	1120567	2	2	1013
TrA0386W	1123574	1124871	1122638	1	4	1015
TrA0387C	1125301	1128265	1124871	2	2	1019
TrA0389W	1133270	1137290	1128265	1	3	1021
TrA0390C	1137524	1138858	1137290	2	1	1024
TrA0391C	1139214	1139789	1138858	2	1	1025
TrA0392C	1141043	1142367	1139789	2	2	1026
TrA0394C	1144112	1146445	1142367	2	2	1028
TrA0395W	1149789	1153964	1146445	1	5	1030
TrA0396W	1154400	1155566	1153964	1	1	1035
TrA0397C	1155716	1156846	1155566	2	1	1036
TrA0398W	1157437	1157882	1156846	1	2	1037
TrA0399C	1158882	1160694	1157882	2	2	1039
TrA0400W	1161704	1163489	1160694	1	2	1041
TrA0401C	1163809	1165087	1163489	2	3	1043
TrA0402W	1165785	1166800	1165087	1	7	1046
TrA0403W	1167809	1169432	1166800	1	4	1053
TrA0404W	1170510	1171173	1169432	1	3	1057
TrA0405C	1171651	1172860	1171173	2	3	1060
TrA0406W	1173787	1175183	1172860	1	4	1063
TrA0407C	1175365	1176426	1175183	2	2	1067
TrA0408C	1176878	1178973	1176426	2	2	1069
TrA0409W	1179737	1184866	1178973	1	6	1071
TrA0410W	1186368	1187187	1184866	1	3	1077
TrA0411W	1188544	1191586	1187187	1	7	1080
TrA0412W	1194176	1195637	1191586	1	3	1087
TrA0413W	1197574	1198402	1195637	1	2	1090
TrA0414C	1198682	1200589	1198402	2	3	1092
TrA0415C	1200905	1202347	1200589	2	3	1095
TrA0416W	1202592	1203905	1202347	1	3	1098
TrA0417W	1204118	1205065	1203905	1	1	1101
TrA0418C	1205204	1211579	1205065	2	4	1102
TrA0419C	1217304	1218326	1211579	2	3	1106
TrA0420W	1219324	1219782	1218326	1	1	1109
TrA0421C	1221521	1222990	1219782	2	1	1110
TrA0422W	1225771	1226893	1222990	1	4	1111
TrA0423W	1229613	1230228	1226893	1	4	1115
TrA0424C	1230752	1231248	1230228	2	2	1119
TrA0425W	1231953	1233777	1231248	1	2	1121
TrA0426W	1235387	1236418	1233777	1	3	1123
TrA0427C	1236953	1237723	1236418	2	2	1126
TrA0428W	1238500	1239993	1237723	1	3	1128
TrA0429W	1242143	1244878	1239993	1	7	1131
TrA0430C	1245109	1247109	1244878	2	5	1138
TrA0431C	1248627	1250740	1247109	2	3	1143
TrA0432C	1251713	1252375	1250740	2	3	1146
TrA0433C	1252885	1253751	1252375	2	1	1149
TrA0434W	1255973	1256652	1253751	1	2	1150
TrA0435W	1259814	1262292	1256652	1	2	1152
TrA0436C	1268219	1269080	1262292	2	3	1154
TrA0437W	1277010	1279533	1269080	1	2	1157
TrA0438C	1283216	1283605	1279533	2	1	1159
TrA0439W	1285800	1286895	1283605	1	3	1160
TrA0440W	1289688	1290679	1286895	1	3	1163
TrA0441C	1295106	1296565	1290679	2	4	1166
TrA0442W	1301692	1304020	1296565	1	3	1170
TrA0443C	1304800	1306227	1304020	2	1	1173
TrA0444C	1307750	1309328	1306227	2	4	1174
TrA0445C	1310275	1312173	1309328	2	4	1178
TrA0446C	1313094	1315287	1312173	2	2	1182
TrA0447C	1316035	1317125	1315287	2	2	1184
TrA0448C	1318141	1320086	1317125	2	4	1186
TrA0449C	1320268	1321235	1320086	2	2	1190
TrA0450W	1322024	1323757	1321235	1	3	1192
TrA0451W	1324706	1330314	1323757	1	17	1195
TrA0452C	1330603	1332729	1330314	2	1	1212
TrA0453C	1333697	1335634	1332729	2	3	1213
TrA0455C	1337125	1338159	1335634	2	1	1216
TrA0456W	1343311	1346831	1338159	1	5	1217
TrA0457C	1347354	1349118	1346831	2	2	1222
TrA0458C	1350366	1351073	1349118	2	1	1224
TrA0459C	1351240	1351857	1351073	2	2	1225
TrA0460W	1359608	1361491	1351857	1	4	1227
TrA0461C	1362115	1364022	1361491	2	2	1231
TrA0462W	1364946	1365525	1364022	1	2	1233
TrA0463C	1366175	1367836	1365525	2	3	1235
TrA0464W	1372659	1375381	1367836	1	2	1238
TrA0465C	1375767	1377391	1375381	2	2	1240
TrA0466W	1377985	1378758	1377391	1	3	1242
TrA0467W	1379197	1379622	1378758	1	1	1245
TrA0468W	1380761	1382013	1379622	1	2	1246
TrA0469W	1382657	1383389	1382013	1	3	1248
TrA0470C	1383893	1385293	1383389	2	4	1251
TrA0471C	1387122	1388957	1385293	2	2	1255
TrA0472C	1389499	1390279	1388957	2	3	1257
TrA0473W	1390958	1393082	1390279	1	5	1260
TrA0474C	1393464	1394690	1393082	2	1	1265
TrA0475C	1395627	1396898	1394690	2	1	1266
TrA0476W	1397692	1398636	1396898	1	1	1267
TrA0477C	1398958	1399616	1398636	2	2	1268
TrA0478W	1400122	1401765	1399616	1	3	1270
TrA0479W	1402748	1405264	1401765	1	2	1273
TrA0480C	1405682	1407168	1405264	2	4	1275
TrA0481C	1410277	1412460	1407168	2	1	1279
TrA0482W	1413770	1415329	1412460	1	8	1280
TrA0483W	1416793	1417924	1415329	1	4	1288
TrA0484W	1419600	1421615	1417924	1	4	1292
TrA0485W	1423563	1424840	1421615	1	3	1296
TrA0486W	1426066	1426469	1424840	1	2	1299
TrA0487W	1441829	1443616	1426469	1	2	1301
TrA0488W	1446096	1447624	1443616	1	3	1303
TrA0489W	1448858	1450706	1447624	1	2	1306
TrA0490C	1450956	1451642	1450706	2	4	1308
TrA0491W	1452116	1453702	1451642	1	2	1312
TrA0492W	1455488	1459611	1453702	1	2	1314
TrA0493W	1460442	1462610	1459611	1	3	1316
TrA0494C	1462834	1464063	1462610	2	1	1319
TrA0495W	1464906	1466208	1464063	1	4	1320
TrA0496W	1468049	1470805	1466208	1	2	1324
TrA0497C	1471549	1472765	1470805	2	2	1326
TrA0498W	1473697	1475926	1472765	1	4	1328
TrA0499C	1476415	1478048	1475926	2	3	1332
TrA0500C	1481398	1481682	1478048	2	1	1335
TrA0501W	1483952	1484455	1481682	1	1	1336
TrA0502C	1486430	1489927	1484455	2	4	1337
TrA0504W	1490591	1492941	1489927	1	4	1341
TrA0505W	1493450	1494208	1492941	1	1	1345
TrA0506C	1494653	1497657	1494208	2	6	1346
TrA0507W	1499142	1500194	1497657	1	3	1352
TrA0508C	1500359	1501009	1500194	2	1	1355
TrA0509W	1501812	1503962	1501009	1	1	1356
TrA0510W	1504561	1506898	1503962	1	3	1357
TrA0511C	1507939	1510188	1506898	2	3	1360
TrA0513W	1512447	1512745	1510188	1	2	1363
TrA0514W	1513840	1514528	1512745	1	2	1365
TrA0516C	1520482	1522401	1514528	2	1	1367
TrA0517W	1523154	1523999	1522401	1	3	1368
TrA0518C	1525455	1527072	1523999	2	3	1371
TrA0519W	1533315	1534616	1527072	1	3	1374
TrA0520W	1535308	1536906	1534616	1	5	1377
TrA0521C	1537314	1537918	1536906	2	3	1382
TrA0522C	1538889	1539974	1537918	2	2	1385
TrA0523W	1541525	1542440	1539974	1	4	1387
TrA0524W	1544818	1547704	1542440	1	2	1391
TrA0525W	1548367	1549953	1547704	1	1	1393
TrA0526W	1550977	1556521	1549953	1	6	1394
TrA0527W	1561797	1562024	1556521	1	1	1400
TrA0528C	1562572	1565809	1562024	2	6	1401
TrA0533C	1584622	1585402	1565809	2	2	1407
TrA0534W	1586013	1587488	1585402	1	1	1409
TrA0535C	1587727	1588899	1587488	2	2	1410
TrA0536C	1590543	1591700	1588899	2	1	1412
TrA0537C	1593319	1593933	1591700	2	2	1413
TrA0538C	1595456	1599438	1593933	2	2	1415
TrA0539W	1600821	1601279	1599438	1	2	1417
TrA0540W	1603137	1607408	1601279	1	3	1419
TrA0541W	1610306	1611439	1607408	1	3	1422
TrA0542C	1612848	1614648	1611439	2	2	1425
TrA0543W	1616354	1616851	1614648	1	1	1427
TrA0544C	1617125	1619259	1616851	2	3	1428
TrA0545W	1620582	1621871	1619259	1	2	1431
TrA0546C	1623441	1623803	1621871	2	2	1433
TrA0547C	1624305	1625712	1623803	2	4	1435
TrA0548W	1628231	1628987	1625712	1	3	1439
TrA0549C	1629563	1630990	1628987	2	5	1442
TrA0550W	1632741	1635445	1630990	1	2	1447
TrA0551W	1635907	1638418	1635445	1	2	1449
TrA0552C	1639026	1641032	1638418	2	1	1451
TrA0553W	1642817	1645512	1641032	1	7	1452
TrA0554W	1646077	1646337	1645512	1	1	1459
TrA0555C	1646508	1648161	1646337	2	3	1460
TrA0556C	1649265	1649595	1648161	2	2	1463
TrA0557C	1650133	1651369	1649595	2	3	1465
TrA0558W	1652179	1652835	1651369	1	1	1468
TrA0559C	1653227	1654556	1652835	2	5	1469
TrA0560C	1659115	1664492	1654556	2	2	1474
TrA0561C	1665599	1666042	1664492	2	2	1476
TrA0562W	1666347	1666818	1666042	1	2	1478
TrA0563C	1667009	1669099	1666818	2	5	1480
TrA0564W	1676496	1678761	1669099	1	3	1485
TrA0565C	1686540	1689821	1678761	2	1	1488
TrA0566W	1690774	1691391	1689821	1	3	1489
TrA0567W	1692578	1694567	1691391	1	4	1492
TrA0568C	1694838	1696045	1694567	2	2	1496
TrA0569C	1698408	1699518	1696045	2	5	1498
TrA0570C	1700795	1701688	1699518	2	2	1503
TrA0571C	1702570	1705854	1701688	2	4	1505
TrA0572C	1706866	1707792	1705854	2	1	1509
TrA0573W	1709190	1715151	1707792	1	8	1510
TrA0575C	1715390	1716512	1715151	2	3	1518
TrA0576W	1717231	1718487	1716512	1	2	1521
TrA0577W	1719867	1721501	1718487	1	4	1523
TrA0578C	1723025	1725016	1721501	2	3	1527
TrA0579W	1726626	1728242	1725016	1	1	1530
TrA0580W	1728999	1731230	1728242	1	5	1531
TrA0581C	1731641	1732424	1731230	2	3	1536
TrA0582W	1732838	1733878	1732424	1	4	1539
TrA0583C	1734286	1735161	1733878	2	2	1543
TrA0584C	1735650	1736192	1735161	2	2	1545
TrA0585W	1738022	1738550	1736192	1	2	1547
TrA0586W	1739468	1740052	1738550	1	3	1549
TrA0587C	1740648	1741346	1740052	2	1	1552
TrA0588C	1742019	1743426	1741346	2	3	1553
TrA0589C	1743964	1745889	1743426	2	2	1556
TrA0590W	1746938	1752136	1745889	1	5	1558
TrA0592W	1752836	1754274	1752136	1	3	1563
TrA0593W	1754934	1755494	1754274	1	1	1566
TrA0594W	1756230	1757809	1755494	1	3	1567
TrA0595C	1758510	1759482	1757809	2	2	1570
TrA0596W	1763018	1764527	1759482	1	1	1572
TrA0597W	1766364	1769006	1764527	1	1	1573
TrA0598W	1771893	1774217	1769006	1	2	1574
TrA0599C	1775788	1777623	1774217	2	1	1576
TrA0600C	1781151	1782032	1777623	2	1	1577
TrA0601W	1789947	1791513	1782032	1	5	1578
TrA0602W	1792759	1794768	1791513	1	1	1583
TrA0603C	1798719	1800260	1794768	2	1	1584
TrA0604C	1800832	1801909	1800260	2	3	1585
TrA0606W	1804251	1804722	1801909	1	3	1588
TrA0609C	1813431	1816128	1804722	2	5	1591
TrA0610W	1816552	1816722	1816128	1	1	1596
TrA0611W	1821272	1821475	1816722	1	1	1597
TrA0612C	1822756	1823514	1821475	2	4	1598
TrA0613W	1823888	1825516	1823514	1	2	1602
TrA0614W	1826050	1826792	1825516	1	2	1604
TrA0616C	1827661	1829301	1826792	2	3	1606
TrA0617C	1830244	1831282	1829301	2	2	1609
TrA0619W	1834401	1835624	1831282	1	1	1611
