27975
0	392	0
469	1824	393
0	423	0
492	1249	424
0	908	0
971	1078	909
0	966	0
1031	1383	967
1455	1721	1320
0	50	0
134	154	51
227	236	72
309	588	82
698	749	362
0	37	0
97	171	38
231	1301	113
1357	1659	1184
1710	2312	1487
2378	3517	2090
3595	3691	3230
0	253	0
335	593	254
0	1040	0
0	397	0
544	661	398
0	483	0
586	694	484
846	1077	593
0	1069	0
1128	1212	1070
0	434	0
534	737	435
0	1691	0
0	478	0
528	840	479
0	70	0
141	558	71
616	3324	489
0	494	0
0	1097	0
0	98	0
156	230	99
303	1013	174
0	277	0
331	365	278
435	750	313
827	989	629
0	280	0
350	926	281
0	1010	0
1096	1326	1011
0	1499	0
1565	1812	1500
1868	2979	1748
3080	3354	2860
0	1505	0
1599	1676	1506
0	140	0
200	966	141
1027	1449	908
1505	2414	1331
0	310	0
379	889	311
0	196	0
323	473	197
0	1616	0
0	377	0
432	554	378
618	979	501
1046	1535	863
1603	2013	1353
0	1052	0
0	1295	0
0	10	0
88	140	11
212	1487	64
0	22	0
208	467	23
557	601	283
838	899	328
0	224	0
283	810	225
861	1038	753
1104	1427	931
1480	1781	1255
0	51	0
151	204	52
401	549	106
0	27	0
89	473	28
541	2066	413
2147	3879	1939
0	1250	0
0	37	0
106	532	38
0	54	0
164	321	55
384	11066	213
11133	11816	10896
0	119	0
219	749	120
842	1558	651
1630	2229	1368
2311	2469	1968
0	548	0
0	156	0
218	848	157
911	1205	788
1315	1860	1083
0	290	0
351	503	291
0	3635	0
0	566	0
631	1062	567
0	785	0
0	993	0
1170	1699	994
0	3020	0
3070	5183	3021
5237	5372	5135
0	33	0
193	416	34
0	821	0
885	1445	822
0	350	0
0	427	0
495	1410	428
0	412	0
501	771	413
0	96	0
162	1915	97
0	1687	0
1744	2086	1688
0	1070	0
0	269	0
347	458	270
530	1252	382
1320	1371	1105
1429	1543	1157
0	172	0
257	1213	173
1277	1510	1130
1579	1834	1364
0	1004	0
0	398	0
488	724	399
0	839	0
0	322	0
407	1814	323
0	2144	0
0	361	0
464	659	362
0	557	0
622	693	558
750	830	630
892	978	711
1023	1131	798
1197	1263	907
1335	1575	974
0	236	0
318	2030	237
2117	2404	1950
0	1048	0
1117	1420	1049
0	1784	0
0	1781	0
0	91	0
168	1662	92
0	836	0
894	1193	837
1261	5678	1137
5749	6223	5555
6307	6548	6030
6613	6890	6272
6950	7174	6550
7280	7533	6775
7670	7888	7029
0	1421	0
0	177	0
250	335	178
393	434	264
0	259	0
426	745	260
972	1048	580
1251	1376	657
1564	1647	783
2085	2162	867
0	571	0
703	833	572
900	1735	703
0	794	0
0	109	0
186	861	110
0	166	0
229	1138	167
0	726	0
791	1221	727
1291	1371	1158
0	266	0
396	506	267
0	74	0
165	1127	75
1214	1717	1038
0	83	0
143	732	84
788	1004	674
1061	1336	891
1610	1972	1167
0	58	0
132	1172	59
1239	1347	1100
0	92	0
156	1568	93
0	235	0
315	996	236
0	425	0
498	546	426
668	4256	475
4338	5499	4064
0	596	0
670	1035	597
0	14	0
208	927	15
0	3905	0
0	1707	0
1770	2365	1708
0	206	0
303	705	207
847	1235	610
1314	1537	999
1604	1891	1223
1986	2498	1511
2579	2658	2024
2730	3217	2104
0	69	0
123	934	70
0	64	0
147	266	65
378	743	185
858	1194	551
0	122	0
254	1546	123
1612	2328	1416
0	198	0
332	413	199
514	757	281
0	85	0
191	1694	86
0	5338	0
5428	5482	5339
0	656	0
0	962	0
1145	1306	963
0	1865	0
0	884	0
0	663	0
725	960	664
0	370	0
435	1965	371
0	483	0
534	1156	484
1213	2008	1107
2068	3192	1903
3243	4387	3028
0	748	0
836	1019	749
0	1280	0
0	887	0
947	1250	888
1312	1470	1192
1554	1641	1351
1739	1793	1439
0	879	0
950	1290	880
1346	1558	1221
0	325	0
397	597	326
655	925	527
988	1988	798
2058	2295	1799
0	76	0
128	159	77
213	1150	109
0	713	0
0	28	0
80	295	29
356	432	245
493	513	322
691	777	343
836	923	430
988	1123	518
1183	1224	654
1291	1536	696
0	371	0
513	551	372
0	39	0
101	167	40
340	769	107
802	849	537
1147	1299	585
0	1898	0
0	929	0
995	1120	930
0	536	0
0	791	0
0	689	0
744	974	690
0	1004	0
0	50	0
107	880	51
0	85	0
143	369	86
435	913	313
983	1676	792
1742	2318	1486
2380	2509	2063
2568	2777	2193
0	35	0
173	299	36
356	504	163
0	155	0
250	473	156
557	680	380
0	39	0
96	351	40
418	1453	296
0	20	0
113	536	21
640	1220	445
0	321	0
402	826	322
0	207	0
270	1090	208
0	357	0
420	1118	358
1185	1333	1057
0	32	0
97	993	33
0	36	0
206	762	37
0	1018	0
1103	1490	1019
0	608	0
686	766	609
0	764	0
795	1303	765
1390	2263	1274
0	91	0
174	378	92
0	38	0
116	244	39
332	1423	168
1513	1593	1260
0	139	0
232	1033	140
0	452	0
527	760	453
832	1424	687
1481	1610	1280
0	1244	0
1358	1759	1245
0	154	0
226	353	155
0	653	0
713	2065	654
0	197	0
0	66	0
157	911	67
0	193	0
326	509	194
0	219	0
337	941	220
0	258	0
342	1712	259
1794	2095	1630
0	351	0
435	1864	352
1927	2080	1782
2137	2736	1936
2797	3038	2536
3113	4117	2778
0	1160	0
0	149	0
246	475	150
594	1050	380
0	1730	0
0	188	0
260	395	189
490	1171	325
1248	1886	1007
1925	1949	1646
0	65	0
127	258	66
0	707	0
772	909	708
975	1724	846
0	70	0
137	292	71
370	611	227
670	755	469
811	1436	555
1492	1662	1181
1722	2640	1352
0	242	0
0	151	0
239	419	152
0	139	0
204	794	140
888	1184	731
1302	1383	1028
1442	1533	1110
1606	1739	1202
1826	1872	1336
0	243	0
310	1149	244
1236	1477	1084
1584	1679	1326
0	251	0
351	425	252
491	549	327
607	817	386
884	1351	597
0	746	0
0	418	0
557	599	419
0	1250	0
1328	1801	1251
1924	2259	1725
2465	2581	2061
0	1184	0
0	624	0
715	4604	625
0	449	0
0	1285	0
1362	1573	1286
1635	2008	1498
0	472	0
586	1023	473
1317	1395	911
0	1283	0
0	427	0
523	1432	428
0	5034	0
5146	5213	5035
0	764	0
822	1319	765
0	75	0
136	1480	76
1622	1631	1421
0	113	0
181	1476	114
0	176	0
0	167	0
0	464	0
532	870	465
972	3999	804
4071	4309	3832
0	2	0
79	390	3
0	441	0
540	739	442
0	1156	0
1217	1379	1157
1447	1603	1320
1697	1935	1477
0	430	0
653	1304	431
0	84	0
144	3646	85
3707	3763	3588
0	24	0
85	398	25
0	149	0
237	1763	150
0	363	0
432	730	364
805	1758	663
1831	2166	1617
2284	2307	1953
0	206	0
277	691	207
759	2065	622
0	180	0
374	1839	181
0	3392	0
0	119	0
210	251	120
0	86	0
145	177	87
0	726	0
792	2073	727
2136	2315	2009
2370	2688	2189
2756	2914	2508
0	2975	0
3083	3280	2976
0	431	0
503	1432	432
1588	1632	1362
0	494	0
556	799	495
874	1022	739
1087	1272	888
1318	1358	1074
1459	1552	1115
0	286	0
348	3078	287
0	1346	0
0	228	0
287	3119	229
3189	3243	3062
0	136	0
210	272	137
335	362	200
419	2128	228
0	762	0
835	1006	763
1067	1160	935
0	51	0
287	715	52
785	873	481
935	2806	570
0	324	0
416	480	325
0	617	0
685	764	618
821	842	698
0	482	0
551	1857	483
1921	2116	1790
0	45	0
132	595	46
0	51	0
161	766	52
849	1720	658
0	1283	0
1357	1554	1284
0	641	0
0	34	0
155	283	35
453	486	164
568	597	198
0	38	0
109	121	39
183	313	52
422	505	183
0	654	0
724	3236	655
0	1188	0
1274	1404	1189
1512	1580	1320
0	147	0
188	273	148
0	1814	0
1882	2592	1815
2692	2787	2526
0	2894	0
0	185	0
247	333	186
406	710	273
784	992	578
1075	2246	787
0	482	0
659	695	483
756	777	520
836	884	542
946	1030	591
1122	2686	676
2761	2817	2241
0	911	0
0	171	0
239	1416	172
0	335	0
397	1013	336
1069	1162	953
1223	1305	1047
1367	3395	1130
0	596	0
661	811	597
881	897	748
970	1083	765
1163	1321	879
0	6	0
349	385	7
445	779	44
858	955	379
1013	2433	477
2493	2781	1898
0	783	0
850	1016	784
0	39	0
108	3972	40
4225	4369	3905
0	815	0
873	1649	816
0	702	0
768	814	703
0	1787	0
0	23	0
205	1389	24
0	538	0
635	703	539
769	949	608
0	517	0
600	612	518
0	283	0
342	975	284
0	670	0
728	1227	671
1286	1445	1171
1644	1803	1331
0	2618	0
2693	2794	2619
0	253	0
343	871	254
0	455	0
564	2933	456
0	1022	0
1079	2224	1023
2294	2629	2169
0	1535	0
0	47	0
123	176	48
296	541	102
0	1910	0
0	24	0
96	961	25
0	1022	0
0	1193	0
0	360	0
400	442	361
523	617	404
672	796	499
857	859	624
0	590	0
0	199	0
257	322	200
380	424	266
485	543	311
600	643	370
708	738	414
817	1139	445
0	84	0
145	2954	85
0	175	0
239	373	176
429	444	311
0	77	0
165	1787	78
0	329	0
416	1378	330
0	960	0
1030	1712	961
0	2675	0
0	4040	0
0	2948	0
0	338	0
418	505	339
0	398	0
480	1002	399
1072	1436	922
0	155	0
229	1585	156
1657	2238	1513
2300	2604	2095
0	803	0
0	885	0
1008	1069	886
0	255	0
376	509	256
0	2651	0
0	4126	0
4318	4483	4127
0	829	0
907	1255	830
0	200	0
265	305	201
389	569	242
678	914	423
989	1187	660
1253	1318	859
1397	1432	925
1490	1570	961
1642	1687	1042
1908	2415	1088
0	831	0
919	1049	832
1133	1165	963
1274	1644	996
1744	1907	1367
1993	2092	1531
2161	2527	1631
0	332	0
441	962	333
0	372	0
440	1232	373
1312	1432	1166
0	37	0
108	219	38
315	989	150
0	541	0
636	822	542
0	65	0
152	926	66
990	2140	841
0	43	0
94	277	44
0	219	0
299	1107	220
0	587	0
676	713	588
797	830	626
0	691	0
753	921	692
986	1144	861
0	296	0
382	1817	297
1887	1905	1733
0	158	0
0	234	0
320	827	235
899	1526	743
1581	1604	1371
0	47	0
115	173	48
250	357	107
415	819	215
913	1390	620
1458	2108	1098
0	206	0
290	692	207
773	2907	610
0	512	0
0	245	0
327	2296	246
2363	2594	2216
0	357	0
437	888	358
0	1744	0
1851	2412	1745
0	1687	0
1761	5442	1688
0	26	0
138	499	27
619	670	389
0	86	0
199	744	87
0	42	0
152	257	43
356	1205	149
1271	1297	999
0	577	0
639	2964	578
0	3374	0
3438	3847	3375
3903	4020	3785
0	1334	0
0	575	0
0	749	0
848	1324	750
0	170	0
240	2333	171
0	189	0
255	792	190
857	1304	728
1368	2376	1176
2455	4175	2185
0	1166	0
0	1130	0
0	144	0
258	445	145
0	1466	0
1540	1812	1467
0	1666	0
1728	1785	1667
0	374	0
457	1062	375
1135	1278	981
0	32	0
99	152	33
235	330	87
395	574	183
637	681	363
746	848	408
906	1015	511
0	23	0
124	200	24
295	1039	101
1111	1623	846
0	130	0
233	319	131
510	663	218
0	585	0
675	1106	586
1160	1209	1018
0	229	0
298	680	230
742	829	613
886	1396	701
0	841	0
917	1061	842
0	1933	0
2041	2095	1934
0	203	0
266	2419	204
2475	2813	2358
2869	3868	2697
3933	4351	3697
4416	5129	4116
0	65	0
133	216	66
295	819	150
0	101	0
152	208	102
285	369	159
430	585	244
645	1958	400
2023	2285	1714
2359	3042	1977
0	79	0
341	1088	80
1168	1461	828
0	8	0
100	828	9
0	1237	0
1314	1348	1238
1474	1907	1273
0	1063	0
1185	1347	1064
1416	1442	1227
0	117	0
412	698	118
969	1313	405
0	947	0
0	1172	0
1243	5836	1173
5884	6052	5767
6126	6375	5936
0	583	0
701	794	584
981	1022	678
0	458	0
0	1469	0
0	75	0
125	524	76
603	679	476
734	1122	553
0	73	0
200	222	74
267	377	97
512	615	208
0	287	0
335	496	288
0	1458	0
1514	1824	1459
0	161	0
248	468	162
551	1031	383
0	579	0
655	770	580
0	30	0
196	1080	31
1141	1493	916
0	151	0
389	587	152
653	729	351
819	986	428
1054	1391	596
1454	2371	934
2425	2735	1852
0	295	0
394	797	296
895	1110	700
1282	1514	916
1665	2000	1149
0	1379	0
1474	1976	1380
2095	2113	1883
0	388	0
490	505	389
570	662	405
0	866	0
0	42	0
210	679	43
0	432	0
626	2478	433
0	18	0
105	623	19
764	861	538
0	903	0
956	2523	904
0	389	0
0	133	0
334	355	134
499	1095	156
0	88	0
373	879	89
970	991	596
0	340	0
405	1149	341
1242	1337	1086
1445	1459	1182
0	542	0
602	700	543
754	2328	642
0	1427	0
0	293	0
374	415	294
487	1299	336
1384	1578	1149
0	631	0
726	1643	632
1706	1801	1550
1859	1898	1646
0	1277	0
1369	2193	1278
0	863	0
950	1090	864
0	27	0
378	548	28
579	1678	199
1844	1945	1299
0	628	0
712	967	629
0	366	0
470	725	367
797	1733	623
0	99	0
178	308	100
384	912	231
978	1207	760
1272	1554	990
1616	1849	1273
1925	2679	1507
2734	2896	2262
2965	3324	2425
3386	3506	2785
3569	3640	2906
3695	3745	2978
3822	3886	3029
3960	4101	3094
4220	4696	3236
4791	5264	3713
5356	5608	4187
0	2126	0
0	409	0
469	1713	410
1781	1937	1655
0	1034	0
0	39	0
362	2199	40
2293	2382	1878
2439	2733	1968
2796	3520	2263
0	1274	0
1345	1764	1275
0	707	0
0	315	0
565	617	316
0	251	0
662	816	252
884	1428	407
1522	1883	952
0	839	0
903	1907	840
0	365	0
445	579	366
0	286	0
516	947	287
1013	1661	719
0	576	0
630	2722	577
0	114	0
186	1624	115
0	221	0
286	624	222
687	773	561
0	425	0
0	493	0
577	1252	494
0	80	0
175	270	81
379	732	177
0	97	0
180	849	98
963	1063	768
1142	1400	869
0	164	0
243	1835	165
0	293	0
359	547	294
628	780	483
0	74	0
147	152	75
229	1179	81
1262	1869	1032
1929	2124	1640
0	1226	0
0	1271	0
0	944	0
0	342	0
420	658	343
0	416	0
507	991	417
1046	1643	902
0	197	0
261	2516	198
0	383	0
447	1072	384
1238	1305	1010
1395	1486	1078
0	2183	0
0	8	0
93	158	9
224	284	75
337	424	136
481	592	224
648	1248	336
1309	1380	937
1474	1559	1009
0	243	0
329	712	244
816	948	628
1017	1131	761
0	165	0
333	922	166
1011	1924	756
1994	2015	1670
0	676	0
774	1201	677
1264	1277	1105
0	21	0
81	403	22
0	1610	0
1647	1787	1611
0	87	0
157	261	88
339	1528	193
0	1269	0
1349	1848	1270
0	42	0
197	454	43
549	581	301
667	686	334
0	128	0
195	1586	129
0	99	0
204	4123	100
0	502	0
596	1916	503
1998	2168	1824
0	1229	0
0	187	0
284	303	188
390	842	208
1007	1302	661
0	911	0
1002	2756	912
0	923	0
1097	1216	924
0	97	0
193	741	98
810	942	647
997	2229	780
0	487	0
548	617	488
695	1633	558
0	284	0
0	503	0
0	252	0
312	3162	253
3217	3350	3104
3412	3497	3238
0	136	0
206	332	137
395	1803	264
1858	2350	1673
0	758	0
0	722	0
793	1133	723
1195	1274	1064
1334	1669	1144
1737	2866	1480
2960	3004	2610
0	78	0
159	294	79
362	1052	215
0	650	0
0	2150	0
0	193	0
272	1798	194
1905	2337	1721
0	65	0
139	1427	66
1508	2249	1355
0	151	0
211	298	152
0	77	0
131	688	78
0	1919	0
0	203	0
288	593	204
696	845	510
0	1162	0
1253	1322	1163
1489	1617	1233
0	117	0
270	424	118
534	1301	273
0	123	0
289	852	124
942	970	688
1105	1370	717
1493	1598	983
0	163	0
300	500	164
589	604	365
0	54	0
112	1085	55
0	2	0
69	173	3
397	484	108
580	915	196
0	310	0
426	2886	311
0	1586	0
0	168	0
264	688	169
760	2074	594
2138	3164	1909
3220	4017	2936
4077	5544	3734
0	227	0
0	351	0
414	1031	352
1089	1193	970
1261	2769	1075
2870	2979	2584
3049	3237	2694
0	583	0
669	780	584
0	1475	0
0	485	0
843	1172	486
0	1157	0
0	233	0
342	614	234
0	3155	0
3206	3982	3156
0	62	0
165	458	63
0	1052	0
1151	2409	1053
2480	4271	2312
0	104	0
173	785	105
895	1133	718
0	909	0
986	1800	910
0	497	0
0	1599	0
1661	1877	1600
2038	2134	1817
0	568	0
689	1289	569
0	74	0
222	362	75
0	284	0
474	696	285
1010	1154	508
1191	1407	653
0	126	0
239	391	127
647	756	280
0	220	0
281	918	221
980	1115	859
1180	1309	995
1407	1427	1125
0	1745	0
1805	2704	1746
0	44	0
121	2511	45
0	2006	0
0	122	0
187	324	123
379	489	261
548	694	372
748	1121	519
1184	1478	893
1541	2695	1188
0	260	0
0	551	0
621	742	552
816	1653	674
0	157	0
231	330	158
0	146	0
224	666	147
795	1236	590
0	656	0
0	107	0
191	918	108
997	1082	836
1156	1172	922
1252	1329	939
0	5212	0
5314	5377	5213
0	276	0
355	443	277
0	137	0
253	471	138
0	377	0
473	867	378
923	1029	773
1092	1227	880
1289	2090	1016
0	38	0
115	424	39
482	2265	349
0	3281	0
0	143	0
210	314	144
411	617	249
0	318	0
389	488	319
552	564	419
625	1989	432
0	1037	0
1163	1207	1038
0	282	0
341	470	283
548	798	413
860	967	664
1049	1110	772
0	44	0
189	893	45
0	659	0
733	1266	660
1332	1849	1194
1943	3284	1712
0	926	0
0	298	0
371	608	299
676	729	537
799	864	591
927	1169	657
1247	1352	900
1422	5671	1006
5755	5961	5256
0	250	0
317	545	251
622	1122	480
0	284	0
333	1256	285
0	42	0
119	936	43
1002	1189	861
1247	1634	1049
0	1185	0
1306	1601	1186
1722	1991	1482
0	1616	0
0	757	0
940	962	758
1085	1218	781
1310	1553	915
1618	2231	1159
0	39	0
96	373	40
781	783	318
0	393	0
447	589	394
645	886	537
938	1040	779
0	59	0
378	875	60
0	302	0
378	542	303
0	438	0
502	528	439
0	120	0
227	435	121
504	584	330
0	698	0
0	580	0
688	771	581
843	1407	665
0	1093	0
1364	1925	1094
0	194	0
576	2594	195
2664	4289	2214
4363	4504	3840
4606	5198	3982
0	632	0
869	1232	633
1293	1438	997
0	560	0
0	167	0
224	424	168
488	1579	369
0	579	0
689	972	580
0	1509	0
0	2642	0
0	2218	0
2291	2324	2219
0	1835	0
0	881	0
0	33	0
110	136	34
212	874	61
934	1283	724
1345	1566	1074
0	2009	0
0	1541	0
0	204	0
303	570	205
729	1077	473
0	216	0
304	320	217
442	471	234
0	140	0
197	743	141
843	1805	688
1875	2153	1651
2231	2697	1930
0	170	0
0	203	0
0	178	0
291	348	179
415	449	237
668	758	272
0	337	0
395	1628	338
0	491	0
698	742	492
0	775	0
826	1568	776
1633	1640	1519
0	820	0
963	1038	821
0	1223	0
0	1976	0
0	633	0
743	2337	634
0	222	0
317	675	223
745	804	582
0	767	0
0	20	0
72	170	21
227	329	120
394	441	223
503	688	271
751	1645	457
1709	1902	1352
1964	1994	1546
2071	2285	1577
2347	2454	1792
2522	3078	1900
3134	3391	2457
0	368	0
440	632	369
699	1715	562
1770	1881	1579
1951	2205	1691
2256	2692	1946
2762	3864	2383
3954	3983	3486
0	459	0
534	724	460
0	542	0
643	807	543
0	392	0
450	2228	393
0	44	0
84	815	45
0	1486	0
1545	2058	1487
2133	2258	2001
0	672	0
738	853	673
919	989	789
1053	1314	860
0	1028	0
1132	1149	1029
0	1950	0
2009	2697	1951
0	2191	0
2253	2345	2192
2405	2525	2285
0	1324	0
1380	1689	1325
0	2938	0
3001	4030	2939
0	83	0
573	1265	84
0	854	0
908	1436	855
1496	1647	1384
1718	1837	1536
1901	2173	1656
2235	2348	1929
0	111	0
176	882	112
0	179	0
402	1815	180
1876	2123	1594
0	344	0
490	1077	345
1170	1244	933
0	887	0
955	960	888
0	1583	0
1667	1789	1584
0	319	0
423	1197	320
0	149	0
230	732	150
868	898	653
1058	1180	684
1370	1414	807
0	42	0
125	229	43
288	571	148
640	1635	432
1699	1847	1428
1901	1936	1577
1996	2022	1613
2127	2152	1640
2209	2259	1666
2463	2488	1717
0	253	0
317	340	254
408	568	278
637	671	439
0	198	0
273	439	199
504	1151	366
1214	1312	1014
0	335	0
414	773	336
0	346	0
404	554	347
618	1952	498
0	4031	0
0	29	0
88	1213	30
1309	1318	1156
1460	1553	1166
0	263	0
337	525	264
659	1540	453
1786	1899	1335
0	498	0
637	1592	499
1657	2850	1455
0	69	0
222	418	70
508	690	267
824	928	450
1153	1875	555
0	752	0
817	953	753
1012	1748	890
1921	2108	1627
0	197	0
279	812	198
0	6	0
67	5366	7
0	34	0
199	1323	35
1393	1797	1160
1880	2021	1565
2091	2102	1707
0	67	0
138	398	68
457	571	329
0	391	0
476	632	392
0	1220	0
0	304	0
438	525	305
631	987	393
0	284	0
0	491	0
0	1308	0
1390	1609	1309
1697	3510	1529
3581	4221	3343
0	71	0
167	382	72
457	560	288
943	2151	392
2212	2389	1601
0	474	0
538	1130	475
0	698	0
775	1323	699
0	135	0
265	481	136
549	1704	353
0	77	0
234	339	78
451	596	184
0	264	0
342	886	265
0	122	0
200	281	123
374	589	205
687	822	421
878	1145	557
1218	1793	825
1852	2512	1401
2574	2728	2062
0	191	0
0	1253	0
1411	2544	1254
0	161	0
0	1588	0
1704	1875	1589
0	393	0
447	673	394
0	202	0
258	2889	203
0	1041	0
1116	1813	1042
0	515	0
581	999	516
1057	1134	935
1199	1300	1013
1383	1638	1115
0	104	0
160	422	105
485	1112	368
0	478	0
542	953	479
1012	1107	891
0	195	0
275	2613	196
0	702	0
849	1173	703
1246	1348	1028
1459	1476	1131
0	356	0
438	556	357
627	759	476
0	1443	0
1538	2277	1444
0	42	0
137	327	43
412	1032	234
1099	1116	855
0	77	0
160	191	78
251	374	110
0	2171	0
0	1141	0
1203	1893	1142
0	38	0
93	152	39
208	1374	99
0	290	0
0	510	0
595	933	511
1017	1419	850
1518	1785	1253
1865	2065	1521
0	319	0
504	1152	320
1535	6892	969
6953	7219	6327
0	1240	0
1372	1824	1241
1901	1940	1694
0	161	0
0	2028	0
2094	2107	2029
2191	2334	2043
2481	2519	2187
0	68	0
130	918	69
985	1272	858
0	107	0
175	600	108
0	524	0
895	948	525
0	624	0
689	989	625
1076	1280	926
0	155	0
0	394	0
499	926	395
1129	1157	823
0	602	0
676	806	603
863	1150	734
1259	1586	1022
0	1669	0
1836	2109	1670
0	235	0
358	496	236
0	318	0
391	925	319
1054	1159	854
0	194	0
254	379	195
0	235	0
307	574	236
667	692	504
757	849	530
965	1289	623
0	15	0
71	240	16
308	388	186
441	689	267
0	32	0
101	184	33
272	727	117
0	1055	0
0	339	0
454	636	340
700	2199	523
2293	3668	2023
3734	3841	3399
0	377	0
0	47	0
247	3867	48
0	856	0
918	1035	857
0	323	0
407	1865	324
1939	2063	1783
2142	2225	1908
0	105	0
233	534	106
624	887	408
0	458	0
0	165	0
290	504	166
0	1250	0
1302	1575	1251
1643	2017	1525
2138	2211	1900
2292	2525	1974
2623	2670	2208
0	35	0
94	597	36
655	864	540
935	1262	750
1332	1818	1078
2049	2214	1565
0	531	0
593	6660	532
0	1535	0
0	164	0
222	1010	165
1077	1155	954
1220	1332	1033
0	29	0
92	125	30
210	304	64
390	411	159
479	575	181
707	875	278
937	1808	447
1891	1906	1319
0	881	0
0	365	0
0	419	0
500	1660	420
0	347	0
486	1176	348
1290	3238	1039
3296	3742	2988
0	641	0
770	1246	642
0	1424	0
0	416	0
509	1048	417
0	29	0
94	241	30
366	973	178
0	220	0
280	1853	221
1929	2160	1795
2281	2351	2027
2499	2503	2098
0	376	0
462	546	377
0	120	0
198	654	121
729	1115	578
1208	1418	965
0	620	0
0	2	0
68	90	3
158	223	26
290	338	92
400	456	141
0	6226	0
6304	6571	6227
0	54	0
323	1382	55
1468	1945	1115
0	134	0
197	241	135
306	319	180
383	796	194
896	936	608
1019	1137	649
0	429	0
0	998	0
0	632	0
0	278	0
372	509	279
0	279	0
420	793	280
923	982	654
0	1274	0
0	601	0
730	1230	602
1285	1758	1103
1824	2130	1577
0	65	0
129	287	66
0	716	0
0	611	0
683	1175	612
1249	1460	1105
0	27	0
102	1774	28
0	2761	0
2837	3032	2762
0	410	0
0	63	0
342	422	64
641	1486	145
1544	1975	991
2036	2406	1423
0	158	0
0	460	0
642	760	461
838	971	580
1246	1413	714
0	785	0
0	145	0
199	278	146
366	463	226
700	944	324
979	1271	569
1364	1391	862
1522	1549	890
1886	2056	918
2201	2427	1089
